id,answer
562,rest uk southampton experiences oceanic
563,middle ages shipbuilding became important
564,anglo-saxons formed new larger settlement
565,royal charter 1952 upgraded university
566,city hockey club southampton hockey
567,southampton home southampton football club—nicknamed
568,two main termini bus services.
569,630 people lost lives result
570,southampton used home number ferry
571,royal charter 1952 upgraded university
572,middle ages shipbuilding became important
573,city hockey club southampton hockey
574,"119,500 males within city 117,400"
575,southampton divided council wards suburbs
576,three members parliament city :
577,city home birthplace number contemporary
578,southampton 's fire cover provided
579,archaeological finds suggest area inhabited
580,2001 census 92.4 cent city
581,hampshire county cricket club play
582,university southampton founded 1862 received
583,anglo-saxons formed new larger settlement
584,southampton major uk port good
585,certain times year queen mary
586,city walls include god 's
587,"largest theatre city 2,300 capacity"
588,royal charter 1952 upgraded university
589,southampton home southampton football club—nicknamed
590,supermarine spitfire designed developed southampton
591,southampton water benefit double high
592,port point departure pilgrim fathers
593,supermarine spitfire designed developed southampton
594,revealed southampton worst behaved secondary
595,town sacked 1338 french genoese
596,city mayor one 16 cities
597,importance southampton cruise industry indicated
598,southampton water benefit double high
599,major employers city include ordnance
600,prior king henry 's departure
601,city hockey club southampton hockey
602,1996 2004 population city increased
603,council estates weston thornhill townhill
604,city mayor one 16 cities
605,council estates weston thornhill townhill
606,"largest theatre city 2,300 capacity"
607,town experienced major expansion victorian
608,royal charter 1952 upgraded university
609,quarter jobs available city health
610,city home longest surviving stretch
611,southampton airport regional airport located
612,630 people lost lives result
613,"largest theatre city 2,300 capacity"
614,"march 2007 120,305 jobs southampton"
615,commercial radio stations broadcasting city
616,city undergone many changes governance
617,university hospital southampton nhs foundation
618,hampshire county cricket club play
619,two local sunday leagues southampton
620,pockets georgian architecture survived much
621,southampton home southampton football club—nicknamed
622,rest uk southampton experiences oceanic
623,status town changed later charter
624,status town changed later charter
625,archaeological finds suggest area inhabited
626,many innovative art galleries city.
627,centre southampton located large hot
628,following norman conquest 1066 southampton
629,surviving remains 12th century merchants
630,surviving remains 12th century merchants
631,2001 census 92.4 cent city
632,commercial radio stations broadcasting city
633,city well provided amateur 's
634,two main termini bus services.
635,viking raids 840 onwards contributed
636,revealed southampton worst behaved secondary
637,southampton named fittest city uk
638,river test runs along western
639,status town changed later charter
640,southampton 's fire cover provided
641,middle ages shipbuilding became important
642,southampton city council developed twinning
643,2001 census 92.4 cent city
644,rest uk southampton experiences oceanic
645,addition school sixth forms st
646,council estates weston thornhill townhill
647,city hockey club southampton hockey
648,"southampton estimated 236,900 people living"
649,rest uk southampton experiences oceanic
650,major employers city include ordnance
651,revealed southampton worst behaved secondary
652,city mayor one 16 cities
653,three members parliament city :
654,city southampton sports centre focal
655,january 2007 average annual salary
656,geography southampton influenced rivers. city
657,"southampton solent university 17,000 students"
658,city hockey club southampton hockey
659,two main termini bus services.
660,annual southampton boat show held
661,southampton city council developed twinning
662,local train services operate central
663,city mayor one 16 cities
664,40 cent school pupils city
665,southampton used military embarkation including
666,southampton city council consists 48
667,establishment hampshire county council following
668,southampton major uk port good
669,local media include southern daily
670,january 2007 average annual salary
671,royal charter 1952 upgraded university
672,"southampton estimated 236,900 people living"
673,630 people lost lives result
674,hand many medieval buildings situated
675,buses provide majority local public
676,centre southampton located large hot
677,three members parliament city :
678,supermarine spitfire designed developed southampton
679,"119,500 males within city 117,400"
680,"southampton solent university 17,000 students"
681,630 people lost lives result
682,hand many medieval buildings situated
683,supermarine spitfire designed developed southampton
684,city provides yachting water sports
685,establishment hampshire county council following
686,city well provided amateur 's
687,university hospital southampton nhs foundation
688,southampton airport regional airport located
689,many innovative art galleries city.
690,city undergone many changes governance
691,annual southampton boat show held
692,town subject attempt separate company
693,1996 2004 population city increased
694,southampton divided council wards suburbs
695,1996 2004 population city increased
696,university southampton founded 1862 received
697,royal charter 1952 upgraded university
698,city home longest surviving stretch
699,southampton two large live music
700,city strong higher education sector.
701,city home birthplace number contemporary
702,royal charter 1952 upgraded university
703,southampton airport regional airport located
704,two local sunday leagues southampton
705,southampton served rail network used
706,southampton airport regional airport located
707,southampton 's strong economy promoting
708,middle ages shipbuilding became important
709,status town changed later charter
710,status town changed later charter
711,middle ages shipbuilding became important
712,southampton major uk port good
713,two local sunday leagues southampton
714,local train services operate central
715,estimated 8.8 million jews living
716,estimated 8.8 million jews living
717,ashkenazi jews noted history achievement
718,midrash compilation genesis rabbah rabbi
719,essay sephardi jewry daniel elazar
720,midrash compilation genesis rabbah rabbi
721,2001 study nebel al. showed
722,name ashkenazi derives biblical figure
723,charlemagne 's expansion frankish empire
724,various studies arrived diverging conclusions
725,answer little assimilation jews central
726,essay sephardi jewry daniel elazar
727,midrash compilation genesis rabbah rabbi
728,2001 study nebel al. showed
729,people ashkenazi descent constitute around
730,evidence yet found jewish presence
731,yoma tractate babylonian talmud name
732,sporadic epigraphic evidence grave site
733,answer little assimilation jews central
734,2006 study behar al. based
735,2010 study bray al. using
736,ethnic sense ashkenazi jew one
737,estimated 8.8 million jews living
738,midrash compilation genesis rabbah rabbi
739,genome-wide genetic study carried 2010
740,name ashkenazi derives biblical figure
741,ashkenazi jews moved away europe
742,sometime early medieval period jews
743,essay sephardi jewry daniel elazar
744,charlemagne 's expansion frankish empire
745,emancipation sense unified french jewry
746,midrash compilation genesis rabbah rabbi
747,various studies arrived diverging conclusions
748,religious jews minhagim customs addition
749,estimated 11th century ashkenazi jews
750,people ashkenazi descent constitute around
751,ethnic sense ashkenazi jew one
752,ethnic sense ashkenazi jew one
753,name ashkenazi derives biblical figure
754,2013 trans-genome study carried 30
755,culturally ashkenazi jew identified concept
756,evidence yet found jewish presence
757,religious jews minhagim customs addition
758,sporadic epigraphic evidence grave site
759,estimated 11th century ashkenazi jews
760,people ashkenazi descent constitute around
761,2006 study seldin al. used
762,2010 study jewish ancestry atzmon-ostrer
763,estimated 8.8 million jews living
764,name ashkenazi derives biblical figure
765,ashkenazi jews moved away europe
766,ashkenazi jews moved away europe
767,people ashkenazi descent constitute around
768,although jewish people general present
769,essay sephardi jewry daniel elazar
770,ashkenazi jews noted history achievement
771,relations ashkenazim sephardim always warm.
772,relations ashkenazim sephardim always warm.
773,2010 study bray al. using
774,essay sephardi jewry daniel elazar
775,2006 study seldin al. used
776,2006 geneticists largely attributed ethnogenesis
777,historical records show evidence jewish
778,estimated 11th century ashkenazi jews
779,term ashkenazi refers nusach ashkenaz
780,2013 however study ashkenazi mitochondrial
781,speculation ashkenazi arose khazar stock
782,estimated 8.8 million jews living
783,historical records show evidence jewish
784,religious jews minhagim customs addition
785,ethnic sense ashkenazi jew one
786,yoma tractate babylonian talmud name
787,several famous people ashkenazi surname
788,name ashkenazi derives biblical figure
789,ashkenazi jews noted history achievement
790,charlemagne 's expansion frankish empire
791,france 's blended jewish community
792,efforts identify origins ashkenazi jews
793,2006 study behar al. based
794,efforts identify origins ashkenazi jews
795,midrash compilation genesis rabbah rabbi
796,2006 study found ashkenazi jews
797,estimated 8.8 million jews living
798,evidence yet found jewish presence
799,genetic studies ashkenazim conducted determine
800,several famous people ashkenazi surname
801,culturally ashkenazi jew identified concept
802,religious ashkenazi jews living israel
803,france 's blended jewish community
804,sporadic epigraphic evidence grave site
805,culturally ashkenazi jew identified concept
806,ashkenazi jews noted history achievement
807,generations emigration west jewish communities
808,religious jews minhagim customs addition
809,efforts identify origins ashkenazi jews
810,origins ashkenazim obscure many theories
811,generations emigration west jewish communities
812,ethnic sense ashkenazi jew one
813,efforts identify origins ashkenazi jews
814,name ashkenazi derives biblical figure
815,answer little assimilation jews central
816,2001 study nebel al. showed
817,midrash compilation genesis rabbah rabbi
818,2006 study seldin al. used
819,estimated 11th century ashkenazi jews
820,various studies arrived diverging conclusions
821,genetic studies ashkenazim conducted determine
822,new developments judaism often transcend
823,2006 study seldin al. used
824,genome-wide genetic study carried 2010
825,neptune resembles uranus magnetosphere magnetic
826,neptune number known trojan objects
827,mantle equivalent 10 15 earth
828,july september 1989 voyager 2
829,high altitudes neptune 's atmosphere
830,july september 1989 voyager 2
831,distance neptune earth angular diameter
832,scooter another storm white cloud
833,distance neptune earth angular diameter
834,1821 alexis bouvard published astronomical
835,neptune number known trojan objects
836,neptune planetary ring system though
837,neptune similar composition uranus compositions
838,claiming right name discovery verrier
839,reasons remain obscure planet 's
840,neptune resembles uranus magnetosphere magnetic
841,mantle equivalent 10 15 earth
842,claiming right name discovery verrier
843,neptune 's orbit profound impact
844,earliest recorded observations ever made
845,11 july 2011 neptune completed
846,languages today even countries direct
847,neptune 's mass 1.0243×1026 kg
848,july september 1989 voyager 2
849,neptune resembles uranus magnetosphere magnetic
850,neptune 's varied weather compared
851,mantle equivalent 10 15 earth
852,neptune 14 known moons. triton
853,distance neptune earth angular diameter
854,neptune 's weather characterised extremely
855,distance neptune earth angular diameter
856,reasons remain obscure planet 's
857,voyager 2 flyby mission next
858,neptune visible unaided eye planet
859,1821 alexis bouvard published astronomical
860,neptune 14 known moons. triton
861,voyager 2 flyby mission next
862,11 july 2011 neptune completed
863,neptune similar composition uranus compositions
864,reasons remain obscure planet 's
865,neptune 's dark spots thought
866,11 july 2011 neptune completed
867,2007 discovered upper troposphere neptune
868,july september 1989 voyager 2
869,july september 1989 voyager 2
870,mantle equivalent 10 15 earth
871,alternative concept formed closer sun
872,exist orbits within empty regions
873,1821 alexis bouvard published astronomical
874,neptune 's varied weather compared
875,neptune 14 known moons. triton
876,formation ice giants neptune uranus
877,distance neptune earth angular diameter
878,neptune eighth farthest known planet
879,mantle equivalent 10 15 earth
880,models suggest neptune 's troposphere
881,voyager 2 spacecraft visited neptune.
882,neptune 's mass 1.0243×1026 kg
883,neptune 's mass 1.0243×1026 kg
884,claiming right name discovery verrier
885,scooter another storm white cloud
886,neptune 's dark spots thought
887,neptune 's varied weather compared
888,voyager 2 spacecraft visited neptune.
889,discovery 1846 subsequent discovery pluto
890,languages today even countries direct
891,july september 1989 voyager 2
892,voyager 2 spacecraft visited neptune.
893,exist orbits within empty regions
894,neptune eighth farthest known planet
895,languages today even countries direct
896,neptune resembles uranus magnetosphere magnetic
897,exist orbits within empty regions
898,models suggest neptune 's troposphere
899,neptune resembles uranus magnetosphere magnetic
900,voyager 2 spacecraft visited neptune.
901,2007 discovered upper troposphere neptune
902,reasons remain obscure planet 's
903,languages today even countries direct
904,scooter another storm white cloud
905,voyager 2 flyby mission next
906,mantle equivalent 10 15 earth
907,neptune planetary ring system though
908,contrast hazy relatively featureless atmosphere
909,scooter another storm white cloud
910,mantle equivalent 10 15 earth
911,contrast hazy relatively featureless atmosphere
912,models suggest neptune 's troposphere
913,voyager 2 flyby mission next
914,2007 discovered upper troposphere neptune
915,scooter another storm white cloud
916,2007 discovered upper troposphere neptune
917,meanwhile verrier letter urged berlin
918,cultural sociology first emerged weimar
919,practice culture referred élite ideal
920,scholars united kingdom united states
921,1970s onward stuart hall 's
922,19th-century critics following rousseau accepted
923,cambridge english dictionary states culture
924,1860 adolf bastian ( 1826–1905
925,practice culture referred élite ideal
926,immanuel kant ( 1724–1804 )
927,context cultural studies idea text
928,raimon panikkar pointed 29 ways
929,19th-century critics following rousseau accepted
930,raimon panikkar pointed 29 ways
931,humanities one sense culture attribute
932,context cultural studies idea text
933,although anthropologists worldwide refer tylor
934,1970s onward stuart hall 's
935,united states cultural studies focuses
936,1860 adolf bastian ( 1826–1905
937,sociology culture grew intersection sociology
938,united states cultural studies focuses
939,cultures externally affected via contact
940,cultural sociology first emerged weimar
941,others rep. roger sherman connecticut
942,incorporation first amendment establishment clause
943,j. brent walker executive director
944,critics modern separation church state
945,legal scholars john baker lsu
946,1962 supreme court addressed issue
947,others rep. roger sherman connecticut
948,robert s. wood argued united
949,first amendment us constitution states
950,steven waldman notes ; evangelicals
951,religious test clause interpreted cover
952,1962 supreme court addressed issue
953,decision ( four dissents )
954,others rep. roger sherman connecticut
955,robert n. bellah writings although
956,flushing remonstrance shows support separation
957,court noted matter history practice
958,required beliefs clauses include belief
959,epperson v. arkansas 393 u.s.
960,jefferson 's letter entered american
961,robert s. wood argued united
962,flushing remonstrance shows support separation
963,jefferson 's concept separation church
964,lemon v. kurtzman 403 u.s.
965,j. brent walker executive director
966,jefferson 's letter entered american
967,subsequent decision supreme court applied
968,epperson v. arkansas 393 u.s.
969,^note 2 : 1789 georgia
970,epperson v. arkansas 393 u.s.
971,^note 5 : north carolina
972,scholars organizations disagree notion separation
973,required beliefs clauses include belief
974,decision ( four dissents )
975,subsequent decision supreme court applied
976,jeffries ryan argue no-aid position
977,opponents support established church even
978,subsequent decision supreme court applied
979,lemon v. kurtzman 403 u.s.
980,original charter province east jersey
981,steven waldman notes ; evangelicals
982,j. brent walker executive director
983,critics modern separation church state
984,jeffries ryan ( 2001 )
985,fourteenth amendment united states constitution
986,opponents support established church even
987,critics modern separation church state
988,required beliefs clauses include belief
989,critics modern concept separation church
