id,answer
1065,times
1066,floor
1068,tessellatum
1070,time
1077,basilicas
1078,
1080,tessellatum
1083,Pebble
1090,art
1092,period
1093,apse
1094,period
1095,Calçada
1097,
1098,Santa
1101,phase
1102,reinvention
1104,cheeks
1107,years
1108,gifts
1114,art
1118,suppliants
1120,area
1121,crypt
1126,beliefs
1129,phase
1131,Saint
1132,computer
1136,past
1138,fragments
1140,mausoleum
1142,century
1143,Loukas
1152,gifts
1155,art
1157,fragments
1160,Seasons
1163,Calçada
1166,Calçada
1172,collection
1175,mon
1177,majority
1179,grain
1183,Shan
1184,Myanmar
1186,shan
1187,name
1190,coup
1193,group
1196,Bamar
1197,group
1200,United
1201,Revolution
1202,Freedom
1204,website
1205,English
1208,Australia
1210,freshwater
1211,group
1213,grain
1218,confidentiality
1219,( e
1220,rights
1221,ranges
1222,life
1225,copyright
1226,encroachment
1227,laws
1233,legislation
1235,infringement
1237,state
1239,vagueness
1245,Circuit
1246,litigation
1247,product
1248,rights
1251,bargain
1252,works
1253,infringement
1254,works
1257,regulations
1258,confidentiality
1259,Trade
1260,Act
1264,view
1267,( e
1270,masses
1271,trademarks
1272,property
1276,rights
1277,orality
1278,progress
1279,property
1280,orality
1282,masses
1283,litigation
1284,censorship
1292,military
1293,conflicts
1297,ultimatum
1300,supply
1307,retreat
1309,squadron
1317,forces
1321,graft
1323,September
1327,fleet
1333,population
1337,August
1338,southwards
1346,fleet
1357,time
1360,cause
1365,September
1367,cause
1369,Principalities
1376,
1377,Egyptians
1383,inefficiency
1389,ships
1391,battle
1399,frigates
1404,Raglan
1406,graft
1414,Principalities
1424,cavalry
1425,Principalities
1426,Furious
1428,graft
1429,war
1432,was[when
1434,French
1435,UK
1440,Russia
1452,Calamita
1454,Silistra
1455,columns
1458,France
1464,army
1468,Principalities
1470,United
1474,Preface
1476,Russians
1477,ally
1479,Catholic
1480,March
1484,parades
1487,W
1488,Dobruja
1490,war
1493,fleet
1496,uk
1498,provinces
1503,reign
1504,ming
1509,provinces
1511,China
1516,雍親王
1517,clothing
1518,Yunnan
1519,official
1520,military
1525,
1527,commoner
1528,titles
1529,Xiang
1535,Xiang
1541,Great
1544,Beijing
1546,death
1550,states
1559,splitting
1562,Lower
1566,Kangxi
1569,Lower
1577,reign
1578,provinces
1579,institution
1588,gentry
1589,institution
1591,Opium
1593,powers
1594,明
1595,rule
1597,office
1600,reign
1602,Tungusic
1604,splitting
1605,Emperor
1607,nephew
1609,force
1611,dynasty
1612,ming
1613,reign
1614,area
1615,empire
1616,Standard
1619,year
1622,titles
1626,cabinet
1637,Qianlong
1646,qing
1651,rule
1655,Beijing
1660,citizen
1662,Lower
1664,clothing
1665,Emperor
1671,Armies
1674,people
1675,zongdu
1676,citizen
1679,emperor
1682,banquet
1686,Indochina
1687,reaction
1689,Xiang
1691,support
1694,brother
1696,titles
1697,Xiang
1698,alliance
1700,Japanese
1703,titles
1704,reign
1705,Yi
1708,troops
1709,China
1711,Lower
1713,rulers
1716,Yunnan
1717,dynasty
1719,year
1735,region
1739,Farmers
1743,Dairy
1746,systems
1747,Australia
1749,time
1755,mnemonic
1758,consumption
1759,routines
1760,People
1761,consumption
1762,sports
1776,exposure
1777,emissions
1778,country
1779,country
1780,VII
1783,work
1791,Kingdom
1797,food
1800,editors
1804,population
1807,utc
1810,industrialist
1811,example
1813,dst
1814,Windows
1819,Ramadan
1820,hour
1821,heating
1822,field
1824,advantages
1829,daylight
1833,effect
1835,
1836,electricity
1840,activities
1841,countries
1842,Parisians
1843,utc
1845,people
1851,attack
1853,State
1855,example
1862,public
1863,electricity
1867,adjust
1868,tasks
1870,Summer
1878,individuals
1879,clocks
1887,music
1889,roots
1891,number
1893,rock
1895,lineup
1896,Health
1899,roots
1900,rock
1901,Paranoid
1902,album
1903,album
1905,Health
1906,guitarist
1908,a
1911,blues
1912,rock
1913,bass
1915,roots
1918,blues
1919,pop
1920,characteristics
1923,rock
1924,music
1926,rock
1927,subgenres
1934,Health
1936,peak
1937,hit
1938,United
1939,Use
1940,number
1942,World
1943,bandwidth
1945,April
1946,Internet
1948,broadband
1951,isp
1952,intelligence
1954,services
1956,plan
1957,Internet
1958,users
1959,users
1960,place
1961,contracting
1962,u
1963,access
1964,services
1966,Transit
1967,Internet
1971,best
1972,nation
1982,Dining
1985,Dining
1986,Burge
1988,University
1993,Hospital
1995,Medicine
1996,abet
1999,Hospital
2000,Overland
2001,campus
2002,President
2003,Hospital
2005,Medicine
2008,Endowment
2009,ku
2010,Design
2011,businessman
2013,Review
2016,
2017,business
2018,Bookstore
2019,Hospital
2020,Hospital
2024,field
2025,Urban
2028,Hospital
2029,Orange
2030,Hospital
2034,Year
2035,National
2036,Bookstore
2039,Tournament
2040,Review
2042,men
2046,w
2049,nation
2051,Business
2052,America
2054,Endowment
2058,abet
2059,
2064,bbc1
2065,bbc1
2066,Television
2068,Doctor
2070,bbc1
2071,BBC
2074,viewers
2078,cartoon
2079,television
2080,world
2084,Mouse
2086,programming
2087,schedules
2088,schedules
2094,bbc1
2096,Little
2097,programming
2106,deal
2107,schedules
2108,bbc1
2109,Vision
2110,programmes
2111,programming
2112,teletext
2119,bbc2
2120,Television
2122,channel
2127,television
2129,channel
2132,bbc1
2134,television
2135,television
2142,bbc1
2144,Scotland
2146,television
2147,groups
2148,descent
2149,color
2150,Negroid
2151,race
2152,gradations
2153,profiling
2154,disorders
2156,population
2157,disparities
2158,humans
2161,individual
2163,Hispanic
2164,race
2167,reality
2168,world
2171,remains
2176,agreement
2177,analysis
2179,neighboring
2180,college
2184,scholars
2185,anthropologists
2188,White
2190,Negroid
2191,descent
2192,anthropologist
2196,races
2197,anthropologists
2198,populations
2200,
2202,education
2203,Negroid
2204,
2205,
2209,parents
2211,others
2212,difference
2213,descent
2215,researcher
2216,mutations
2217,statistic
2218,race
2219,biologists
2222,diagnosis
2223,population
2224,University
2225,States
2226,protection
2227,States
2228,mindsets
2230,Kohanim
2234,officers
2235,treatments
2236,cranial
2237,colonization
2238,judgment
2240,world
2243,studies
2244,studies
2245,population
2246,Germany
2248,heredity
2250,taxonomy
2251,prisons
2254,reality
2255,anthropology
2257,citizens
2259,Physical
2261,anthropologist
2262,variation
2266,priests
2267,difference
2268,typology
2270,correlation
2271,Mongoloid
2273,races
2274,rights
2276,race
2277,disciplines
2278,neighbor
2279,race
2281,subspecies
2282,packages
2283,divergence
2284,extent
2286,classification
2290,contradictions
2291,remains
2292,y
2293,laws
2294,population
2296,groups
2297,definitions
2298,descent
2303,%
2304,one
2305,fixation
2306,popularity
2307,population
2308,population
2310,peoples
2312,London
2315,data
2316,mutation
2318,race
2319,others
2320,diversity
2321,units
2322,races
2323,categories
2325,race
2326,world
2328,descent
2330,diversity
2332,Negroid
2333,origin
2334,attributions
2335,individual
2336,origin
2337,population
2338,contexts
2339,outgroup
2340,populations
2341,classifications
2343,scholars
2344,individuals
2346,ancestry
2347,patterns
2348,others
2350,biology
2352,cohesion
2353,diversity
2357,population
2358,e
2359,Anthropological
2360,ancestry
2362,combination
2363,race
2365,origin
2366,beings
2367,humans
2370,scientists
2372,scholars
2374,skin
2375,sense
2377,species
2381,Negroid
2382,Copper
2383,cultivation
2387,Linearbandkeramik
2388,hunter
2389,United
2390,paleolithic
2392,societies
2393,barrows
2394,stage
2395,tombs
2396,pottery
2398,level
2400,people
2402,Copper
2403,communities
2404,societies
2405,people
2406,Eurasia
2408,cities
2410,slab
2411,houses
2413,farmers
2415,level
2416,Bronze
2418,farmers
2419,world
2420,tending
2422,burial
2423,east
2424,BC
2425,Considered
2426,events
2429,
2430,review
2431,
2432,agent
2433,relevance
2435,provisions
2436,law
2438,Australians
2439,
2441,
2444,breach
2445,sovereignty
2447,sovereignty
2448,
2449,autonomy
2450,UNFCCC
2451,ratification
2452,signatory
2454,paragraph
2455,legality
2456,UNFCCC
2459,self
2461,position
2462,compacts
2463,state
2464,withdrawal
2465,words
2466,articles
2467,parties
2469,Americans
2470,contracts
2471,boundaries
2472,parties
2473,self
2474,Swiss
2475,ratification
2476,Affairs
2480,United
2481,provisions
2482,Queensland
2483,some[citation
2484,
2485,preamble
2486,compacts
2487,interest
2488,readability
2489,world
2490,termination
2492,states
2493,self
2494,self
2495,
2496,course
2497,colonizers
2498,corruption
2499,
2500,provisions
2502,something
2503,interpretations
2505,body
2506,document
2507,
2508,law
2511,conflict
2512,one
2514,force
2517,treaties
2518,preamble
2519,negotiations
2522,Convention
2523,
2525,self
2526,misunderstanding
2527,Senators
2528,headings
2529,compacts
2530,order
2531,states
2532,procès
2533,States
2534,
2535,corruption
2536,Treaties
2537,
2538,force
2539,legislation
2540,subjects
2541,law
2542,authority
2543,
2544,
2545,torture
2548,provisions
2549,state
2550,provisions
2551,parties
2552,
2553,some[citation
2554,India
2555,legislation'—a
2556,sovereignty
2557,parties
2558,rules
2559,ways
2561,parties
2562,
2563,law
2564,copies
2565,re
2567,self
2569,legality
2570,readability
2571,treaty
2572,
2573,titles
2574,
2575,compacts
2576,Japan
2577,some[citation
2578,dates
2579,representative
2580,conflict
2581,president
2583,result
2584,colonization
2586,rules
2590,effect
2591,Money
2593,provisions
2594,
2595,violation
2596,Reservations
2597,
2598,protocols
2599,
2602,apparatus
2603,firefighter
2608,volume
2609,Glasgow
2610,handle
2611,orchestra
2612,images
2613,sir
2615,system
2617,roller(s
2619,metal
2620,
2621,stretching
2622,passenger
2623,metal
2625,lift
2626,shaft
2628,speed
2630,rubber
2631,way
2632,passengers
2633,goods
2634,years
2635,capacity
2636,shaft
2637,failure
2638,shaft
2639,motor
2640,chestnut
2642,car
2644,sheave
2646,docks
2658,home
2659,matches
2660,
2661,guidance
2667,colours
2669,nation
2675,
2677,Radio
2679,Tuvaluans
2680,polyp
2681,September
2682,medal
2684,Charter
2685,atolls
2686,Internet
2687,season
2689,pandanus
2690,elements
2691,30 %
2692,Convention
2693,Tuvalu
2694,kilikiti
2695,gold
2696,passenger
2697,loo
2698,strategy
2699,Polynesia
2700,Nauti
2702,ldc
2703,shooting
2704,elements
2705,Radio
2706,Radio
2708,Radio
2709,Media
2711,Radio
2712,de
2713,targets
2715,kilometres
2716,invertebrate
2717,
2718,loo
2719,October
2721,December
2722,uncertainty
2723,century
2724,United
2725,English
2726,
2727,World
2728,Radio
2729,PSSC
2731,level
2732,September
2733,mammals
2734,Philatelic
2735,Radio
2739,English
2740,effect
2741,Radio
2742,water
2744,warming
2746,kilometres
2749,Tuvaluan
2750,islets
2751,loo
2752,airfield
2754,kilikiti
2757,Radio
2758,fm
2761,Radio
2762,trading
2763,growth
2764,Radio
2765,Radio
2767,PSSC
2768,independence
2769,Radio
2770,
2772,Tuvalu
2773,III
2774,ships
2776,Integrated
2779,Radio
2780,European
2781,issue
2782,Australia
2783,impact
2785,English
2786,loo
2787,damage
2789,atolls
2790,English
2791,Radio
2794,changes
2795,Radio
2796,Act
2798,December
2799,Funafuti
2800,Philatelic
2802,Radio
2803,Johannesburg
2804,%
2805,Palamene
2806,Funafuti
2808,theories
2812,nui
2813,PARC
2815,LC
2816,
2817,Classic
2819,Macintosh
2820,Row
2823,project
2825,case
2826,Intel
2828,MacBooks
2829,Macintosh
2830,os
2831,ms
2833,market
2834,replacement
2835,GUI
2836,Intel
2837,unix
2839,reasons
2841,sub-$1000
2843,14 %
2845,PowerPC
2848,
2851,Magic
2852,Macintosh
2857,graphics
2859,card
2866,Macintosh
2867,HyperCard
2869,series
2870,G4
2871,Macintosh
2872,mice
2873,Apple
2874,computer
2876,
2877,Intel
2878,SCSI
2879,pc
2880,computers
2881,Apple
2883,mac
2884,14 %
2885,party
2886,manufacturers
2887,losses
2889,countries
2891,improvements
2893,MacBooks
2896,Classic
2897,software
2898,desktop
2900,computer
2901,Magic
2902,regard
2903,iBooks
2904,products
2909,14 %
2911,OS
2913,II
2914,Apple
2916,14 %
2917,os
2918,computer
2919,Microsoft
2920,rewrite
2921,
2922,Cube
2923,Foundation
2925,os
2926,c++
2932,operating
2933,Windows
2937,
2938,service
2940,software
2941,PowerPC
2943,clones
2944,materials
2945,market
2950,Macintosh
2951,issue
2952,color
2953,PowerPC
2954,14 %
2957,prices
2958,Xerox
2960,Pepsi
2961,performance
2962,advertising
2964,choice
2966,SE
2967,graphics
2969,Commodore
2971,MacBook
2974,Macintosh
2975,AppleWorks
2976,United
2977,application
2979,cd
2981,
2982,Motorola
2984,Industrial
2986,IIsi
2987,computer
2989,Foundation
2990,United
2992,state
2996,paintings
2997,toilet
2999,
3001,
3004,station
3007,Pradesh
3010,Britain
3012,Pradesh
3014,Buddhism
3016,Wool
3018,snow
3019,Pradesh
3020,access
3022,citation
3023,prices
3024,advancements
3029,Shimla
3033,places
3035,handicrafts
3038,construction
3039,Pradesh
3040,plebeians
3041,law
3042,calendar
3043,era
3044,combat
3045,attempt
3046,ideology
3048,pattern
3049,sacrifice
3050,apostasy
3051,Decius
3052,fact
3053,deities
3054,victim
3055,life
3057,orthodoxy
3060,terms
3061,temples
3062,
3063,side
3064,law
3065,sacrifice
3066,gods
3067,Parentalia
3068,orthodoxy
3069,tolerance
3071,Church
3072,deities
3073,Empire
3074,suovetaurilia
3075,underworld
3076,gods
3077,combat
3078,pomerium
3079,citizen
3080,Jews
3081,sacrifice
3082,state
3083,religionists
3085,gods
3086,sacrifice
3087,practice
3088,era
3089,resemblance
3090,death
3092,festivals
3093,imprisonment
3094,dedications
3095,Lares
3096,BC
3097,cults
3098,sacrifice
3099,gladiator
3100,legions
3101,
3103,defixiones
3105,shift
3106,February
3108,sacrifice
3109,orthodoxy
3111,word
3112,home
3115,beliefs
3116,clarification
3117,rituals
3118,Tables
3119,knowledge
3120,Rome
3121,gods
3122,space
3124,cult
3126,control
3128,Republic
3129,chastity
3130,munus
3132,others
3135,iconography
3136,Individuals
3137,Romans’
3138,mortal
3139,groups
3141,Romans
3142,mortals
3143,treason
3144,dedications
3145,control
3146,gods
3147,deities
3148,orthodoxy
3149,Hadrian
3150,none
3151,gods
3152,animal
3153,action
3154,office
3155,
3156,Augustan
3158,deities
3159,nobility
3160,church
3162,animal
3163,calendars
3164,successor
3165,templum
3166,dedications
3168,consideration
3169,period
3170,
3171,gods
3173,era
3174,Vestal
3175,clients
3176,ut
3177,devotio
3178,household
3179,superstition
3181,emperor
3183,senate
3184,sacrifice
3188,Romans
3189,chastity
3190,Trojan
3191,augury
3192,combat
3193,calendars
3194,sacrifice
3195,pattern
3196,culture
3197,superstitio
3198,Claudius
3199,rome
3200,sacrifice
3201,line
3202,aid
3203,dedications
3204,sacrificium
3206,dream
3207,faith
3208,gods
3209,cult
3210,graeca
3211,Empire
3212,household
3213,Romans
3214,apostasy
3215,office
3216,murder
3217,life
3218,defixiones
3219,familias
3221,dogs
3222,spells
3223,paterfamilias
3224,observance
3225,calendar
3226,templum
3227,graeca
3228,
3229,gods
3231,Christ
3232,deities
3233,family
3234,group
3235,polychaetes
3236,arthropods
3237,Ragworms
3238,animals
3239,order
3240,coelomata
3241,polychaetes
3242,hairs
3243,Lophotrochozoa
3244,worms
3245,fossils
3247,years
3250,neck
3251,στομα
3252,mouth
3253,scheme
3254,στομα
3256,Respiratory
3257,coelomata
3258,metanephridia
3259,skin
3260,mesothelium
3263,mesothelium
3264,vessels
3266,microvilli
3267,trochophore
3268,worms
3269,fossils
3270,stage
3272,function
3273,fossils
3276,eggs
3277,στομα
3279,annelids
3280,systems
3281,control
3283,bodies
3284,leaf
3287,segments
3288,India
3291,polychaetes
3293,fossils
3294,systematics
3295,earthworms
3298,system
3299,courts
3301,United
3303,rulemaking
3305,reception
3306,citation
3307,citation
3310,obligations
3311,authorization
3312,constitution
3313,law
3314,state
3315,case
3316,courts
3318,citation
3322,post
3324,level
3325,Constitution
3326,Field
3327,Institute
3331,jury
3333,treaties
3336,Constitution
3338,constitutions
3340,convictions
3345,United
3346,question
3347,Revolution
3348,tort
3349,purposes
3351,statute
3352,citizens
3353,power
3354,state
3355,present
3356,employment
3357,Constitution
3358,statutes
3361,felonies
3362,
3363,wrongs
3364,Constitution
3367,cases
3368,
3372,citation
3374,volumes
3375,
3376,Acts
3377,constitutions
3378,
3380,Constitution
3383,branch
3384,reliance
3385,regulations
3386,decisis
3387,fines
3392,
3393,regulations
3397,Latin
3398,Germany
3399,basis
3400,Sardinia
3401,Unification
3402,nationalism
3404,group
3408,
3410,default
3411,Latin
3412,dialects
3416,latent
3417,languages
3419,order
3423,Empire
3424,French
3425,a
3426,Latin
3427,script
3428,Latin
3429,Northern
3430,default
3431,Latin
3432,διάλεκτος
3436,languoid
3438,puppet
3439,grammar
3440,languoid
3441,Italo
3443,Test
3444,vocabulary
3445,vocabulary
3446,dialectology
3448,tendencies
3449,Italian
3452,Empire
3454,foods
3456,people
3458,ways
3459,statement
3460,Northern
3461,community
3463,cities
3465,Latin
3467,foods
3471,American
3474,stripes
3475,Greek
3476,violet
3480,paintings
3484,communism
3485,signs
3486,fire
3489,murals
3490,triumph
3491,color
3493,beam
3494,Naphtol
3495,Chinese
3496,Britain
3497,
3500,blasphemy
3502,bride
3504,execution
3505,ryb
3507,light
3508,alizarin
3509,shapes
3510,University
3511,
3512,BC
3513,degree
3515,infraction
3516,attention
3517,Tang
3519,Communist
3520,manufacturers
3526,world
3530,items
3531,rgb
3533,c
3537,television
3538,competitors
3539,paint
3543,Renaissance
3544,blasphemy
3547,light
3548,Navy
3549,joy
3550,minerals
3552,light
3553,clothes
3554,prosperity
3555,stripes
3556,death
3558,French
3561,coffin
3562,colors
3564,ryb
3566,iron
3568,Christmas
3569,Rubia
3570,hammer
3571,
3572,television
3574,shawl
3575,vermilio
3577,gum
3578,crimson
3579,colors
3580,stripes
3583,flag
3585,face
3588,planet
3592,silk
3593,
3595,Germans
3596,alpha
3598,pheomelanin
3599,blood
3600,wavelength
3602,Blue
3603,fire
3604,October
3605,Communist
3606,pheomelanin
3607,soldiers
3609,dresses
3610,power
3611,Kokkos
3612,baseball
3616,century
3617,century
